Key,Comment,en,en-GB,de,es,
ALBUM_ALERT_TITLE_DELETE_PLAYLIST,"Album: Alert title, 'Delete Playlist'.",Delete playlist,Delete playlist,Delete playlist,Delete playlist,
GENERIC_BUTTON_DELETE,"Button text, 'Delete'",Delete,Delete,Delete,Delete,
ALBUM_LABEL_UNSUPPORTED_FILE_TYPE,"Album: Label, Device does not support current file type.",The selected file type is not supported on your device.,The selected file type is not supported on your device.,The selected file type is not supported on your device.,The selected file type is not supported on your device.,
DOWNLOAD_LABEL_CANCELLED,"Download: Label, 'Download Cancelled'.",Download cancelled.,Download cancelled.,Download cancelled.,Download cancelled.,
DOWNLOAD_LABEL_COMPLETE,"Download: Label, 'Download Complete'.",Download complete.,Download complete.,Download complete.,Download complete.,
DOWNLOAD_LABEL_FAILED,"Download: Label, 'Download Failed'.",Download failed.,Download failed.,Download failed.,Download failed.,
DOWNLOAD_ALERT_MESSAGE_DOWNLOADED_FILE_NOT_SAVED,"Download: Alert message, file not saved.",Downloaded file not saved!,Downloaded file not saved!,Downloaded file not saved!,Downloaded file not saved!,
DOWNLOAD_ACTIVITY_LABEL_DOWNLOADING_N,"Download: Label activity, Downloading N",Downloading%1$@%2$@:,Downloading%1$@%2$@:,Downloading%1$@%2$@:,Downloading%1$@%2$@:,
FILEINFO_LABEL_DURATION,"FileInfo, 'Duration' label",Duration,Duration,Duration,Duration,
AUTH_TEXTFIELD_EMAIL_PLACEHOLDER,Login: Email/Mobile Number textfield/accessibility text,Email/Mobile Number,Email/Mobile Number,Email/Mobile Number,Email/Mobile Number,
AUTH_ACCESSIBILITY_LABEL_EMAIL,Login: Email/Mobile Number textfield/accessibility text,Email/Mobile Number,Email/Mobile Number,Email/Mobile Number,Email/Mobile Number,
SETTINGS_LABEL_ENABLE_REMINDER,"Settings: Label, Enable Reminder.",Enabled,Enabled,Enabled,Enabled,
SHARE_ALERT_MESSAGE_NO_CONTACTS,"Share: Alert message, need at least one e-mail contact to send a share. ",Enter at least one contact to send this message to.,Enter at least one contact to send this message to.,Enter at least one contact to send this message to.,Enter at least one contact to send this message to.,
GENERIC_ALERT_TITLE_ERROR,Generic: 'Error' alert dialog title,Error,Error,Error,Error,
GENERIC_ALERT_MESSAGE_DOWNLOAD_FAIL_FILE_TOO_BIG,Alert message - file is too big to download,File is too big to download.,File is too big to download.,File is too big to download.,File is too big to download.,
GENERIC_ALERT_MESSAGE_FILE_TOO_LARGE_TO_EMAIL,"Generic: Alert message, file is too large to send as an e-mail attachment",File is too large to send as Email attachment. Maximum file size to send via Email is 9.5MB.,File is too large to send as Email attachment. Maximum file size to send via Email is 9.5MB.,File is too large to send as Email attachment. Maximum file size to send via Email is 9.5MB.,File is too large to send as Email attachment. Maximum file size to send via Email is 9.5MB.,
FILEINFO_LABEL_FORMAT,"FileInfo, 'Format' label",Format,Format,Format,Format,
FILEINFO_LABEL_GENRE,"FileInfo, 'Genre' label",Genre,Genre,Genre,Genre,
GENERIC_DIALOG_HOME_TITLE,Generic: Application name dialog title,Cloud,Cloud,Cloud,Cloud,
GENERIC_BUTTON_HOME,"Generic: Button, 'Home'",Menu,Menu,Menu,Menu,
FILEINFO_BUTTON_INFO,"FileInfo: Button, Info.",Info,Info,Info,Info,
SHARE_ALERT_TITLE_INVALID_EMAIL_ADDRESS,"Share: Alert title, Invalid Email Address.",Invalid email address,Invalid email address,Invalid email address,Invalid email address,
AUTH_MESSAGE_LOGIN_FAILED_TITLE,Login: Invalid email/mobile number or password message title,Invalid email/mobile number or password.,Invalid email/mobile number or password.,Invalid email/mobile number or password.,Invalid email/mobile number or password.,
FILEINFO_LABEL_LENGTH,"FileInfo, 'Length' label",Length,Length,Length,Length,
ALBUM_LABEL_LOADING_ALBUMS,"Album: Label, 'Loading albums...'",Loading albums...,Loading albums...,Loading albums...,Loading albums...,
GENERIC_LABEL_LOADING,Generic: 'Loading' label text,Loading...,Loading...,Loading...,Loading...,
AUTH_MESSAGE_LOGGED_IN,Login: Login completed message text,Logged In,Logged In,Logged In,Logged In,
AUTH_MESSAGE_LOGGING_IN,Login: logging in message text,Logging in. Please wait...,Logging in. Please wait...,Logging in. Please wait...,Logging in. Please wait...,
AUTH_MESSAGE_GENERIC_FAILURE_TITLE,Login: General login failure message title,Login Failed,Login Failed,Login Failed,Login Failed,
SETTINGS_BUTTON_LOGOUT,"Settings: Button, Logout.",Logout,Logout,Logout,Logout,
SHARE_ALERT_TITLE_MESSAGE_SENT,"Share: Alert title, message sent.",Message sent!,Message sent!,Message sent!,Message sent!,
FILEINFO_LABEL_NAME,"FileInfo, 'Name' label",Name,Name,Name,Name,
ALBUM_ALERT_MESSAGE_NO_ALBUMS_AVAILABLE,"Album: Alert message, No albums available.",No albums available.,No albums available.,No albums available.,No albums available.,
SHARE_ALERT_MESSAGE_NO_CONTACTS_SELECTED,"Share: Alert message, no contacts selected to send message to.",No contacts selected to send message to.,No contacts selected to send message to.,No contacts selected to send message to.,No contacts selected to send message to.,
ALBUM_ALERT_MESSAGE_NO_FILES_AVAILABLE,"Album: Alert message, no files available.",No files available.,No files available.,No files available.,No files available.,
ALBUM_LABEL_NO_FILES,"Album: Label, 'No files'.",No files,No files,No files,No files,
ALBUM_LABEL_NO_SONGS,Album: Label 'No songs in this playlist',No songs in this playlist.,No songs in this playlist.,No songs in this playlist.,No songs in this playlist.,
UPLOAD_LABEL_NO_MESSAGES,"Upload: Label, 'No messages'. No activity to report.",No messages.,No messages.,No messages.,No messages.,
UPLOAD_LABEL_NO_NEW_CONTENT_FOR_BACKUP,"Upload: Label, No new content found for backup.",No new content found for backup,No new content found for backup,No new content found for backup,No new content found for backup,
ALBUM_LABEL_NO_PICTURES_IN_ALBUM,"Album: Label, no pictures in selected album.",No pictures in this album.,No pictures in this album.,No pictures in this album.,No pictures in this album.,
ALBUM_LABEL_NO_PICTURES_OR_VIDEOS_IN_THIS_ALBUM,"Album: Label, No pictures or videos in selected album.",No pictures or videos in this album.,No pictures or videos in this album.,No pictures or videos in this album.,No pictures or videos in this album.,
MUSIC_LABEL_NO_PLAYLISTS,Music: Label 'No playlists available',No playlists available.,No playlists available.,No playlists available.,No playlists available.,
ALBUM_LABEL_NO_VIDEOS_IN_THIS_ALBUM,"Album: Label, No videos in this playlist.",No videos in this album.,No videos in this album.,No videos in this album.,No videos in this album.,
GENERIC_BUTTON_NO,"Button text, 'No'",No,No,No,No,
SETTINGS_ACCESSIBILITY_LABEL_OFF,"Settings: Accessibility label, Off.",Off,Off,Off,Off,
SETTINGS_ACCESSIBILITY_LABEL_ON,"Settings: Accessibility label, On.",On,On,On,On,
AUTH_ACCESSIBILITY_LABEL_HIDE_PASS,Login: Password is hidden accessibility label,Password is hidden,Password is hidden,Password is hidden,Password is hidden,
AUTH_ACCESSIBILITY_LABEL_SHOW_PASS,Login: Password is showing accessibility label,Password is showing,Password is showing,Password is showing,Password is showing,
AUTH_ACCESSIBILITY_LABEL_PASSWORD,Login: Password textfield/accessibility text,Password,Password,Password,Password,
SETTINGS_ACCESSIBILITY_LABEL_PERCENT_STORAGE_USED,"Settings: Accessibility label, percent of storage used.",Percent of Storage Used,Percent of Storage Used,Percent of Storage Used,Percent of Storage Used,
ALBUM_TITLE_PHOTO_ALBUMS,"Album: Title, Photo Albums.",Albums,Albums,Albums,Albums,
UPLOAD_LABEL_PICTURES_AND_VIDEOS,"Upload: Label, Pictures & Videos.",Photos & Videos,Photos & Videos,Photos & Videos,Photos & Videos,
HOME_BUTTON_ACCESSIBILITY_LABEL_PICTURES,"Home: Button accessibility label, Pictures.",Pictures Accessibility Label,Pictures Accessibility Label,Pictures Accessibility Label,Pictures Accessibility Label,
ALBUM_TITLE_PICTURES,"Album: Title, Cloud Pictures.",All Photos,All Photos,All Photos,All Photos,
UPLOAD_LABEL_PICTURES,"Upload: Label, Pictures.",Photos,Photos,Photos,Photos,
MUSIC_ACCESSIBILITY_LABEL_PLAY,"Music: Accessibility label, 'Play'",Play,Play,Play,Play,
MUSIC_BUTTON_PLAYLISTS,"Music: Label, 'Playlists'.",Playlists,Playlists,Playlists,Playlists,
AUTH_MESSAGE_LOGIN_FAILED_MESSAGE,Login: Invalid email/mobile number or password message text,Please enter a valid email address or mobile number and password and try again.,Please enter a valid email address or mobile number and password and try again.,Please enter a valid email address or mobile number and password and try again.,Please enter a valid email address or mobile number and password and try again.,
ALBUM_ALERT_MESSAGE_WAIT_FOR_DELETE_TO_COMPLETE,"Album: Alert message, 'Please wait for the current delete operation to complete'. ",Please wait for the current delete operation to complete,Please wait for the current delete operation to complete,Please wait for the current delete operation to complete,Please wait for the current delete operation to complete,
HOME_BUTTON_ACCESSIBLITY_LABEL_RECENTLY_UPLOADED,"Home: Button accessibility label, Recently Uploaded.",Recently Uploaded Accessibility Label,Recently Uploaded Accessibility Label,Recently Uploaded Accessibility Label,Recently Uploaded Accessibility Label,
HOME_TITLE_RECENTLY_UPLOADED,"Home: Title, Recently Uploaded.",Recently Uploaded,Recently Uploaded,Recently Uploaded,Recently Uploaded,
HOME_LABEL_CLOUD_RECENT,"Home: Button, 'Recently Uploaded'.",Recently Uploaded,Recently Uploaded,Recently Uploaded,Recently Uploaded,
SETTINGS_LABEL_REMINDER,"Settings: Label, Reminder.",Reminder,Reminder,Reminder,Reminder,
GENERIC_BUTTON_RETRY,"Generic: Button, 'Retry'.",Retry,Retry,Retry,Retry,
SETTINGS_LABEL_SCHEDULED_REMINDERS,"Settings: Label, Schedules Reminders.",Scheduled reminders,Scheduled reminders,Scheduled reminders,Scheduled reminders,
GENERIC_TEXT_SEARCH,Generic: Placeholder text for Search textfield.,Search,Search,Search,Search,
GENERIC_LABEL_SEARCHING,Generic: 'Searching' label text,Searching...,Searching...,Searching...,Searching...,
ALBUM_BUTTON_SELECT_ALBUM,"Album: Button, Select an Album.",Select an Album,Select an Album,Select an Album,Select an Album,
UPLOAD_TITLE_SELECT_CONTENT,Upload: table header 'Select Content to Upload',Select Content to Upload,Select Content to Upload,Select Content to Upload,Select Content to Upload,
UPLOAD_BUTTON_SELECT_LOCAL_FILES_FOR_UPLOAD,"Upload:Button, select files on device for upload ",Select Media...,Select Media...,Select Media...,Select Media...,
GENERIC_BUTTON_SELECT,"Generic: Button, Select.",Select,Select,Select,Select,
SETTINGS_LABEL_SET_REMINDER,"Settings: Label, Set Reminder.",Set Reminder,Set Reminder,Set Reminder,Set Reminder,
SETTINGS_DIALOG_TITLE,Settings,Settings,Settings,Settings,Settings,
FILEINFO_LABEL_SIZE,"FileInfo, 'Size' label",Size,Size,Size,Size,
GENERIC_MESSAGE_BACKUP_NOW,Generic: Message alert text 'Start backing up your media now?',Start backing up your media now?,Start backing up your media now?,Start backing up your media now?,Start backing up your media now?,
GENERIC_LABEL_STORAGE_B,Generic: Label 'storage B',B,B,B,B,
GENERIC_LABEL_STORAGE_GB,Generic: Label 'storage GB',GB,GB,GB,GB,
GENERIC_LABEL_STORAGE_KB,Generic: Label 'storage KB',KB,KB,KB,KB,
GENERIC_LABEL_STORAGE_MB,Generic: Label 'storage MB',MB,MB,MB,MB,
GENERIC_LABEL_STORAGE_TB,Generic: Label 'storage TB',TB,TB,TB,TB,
SETTINGS_LABEL_STORAGE_USED_FORMAT,"Settings: Label, storage used format (%@ (%u%%) Used of %@).",%@ (%u%%) Used of %@,%@ (%u%%) Used of %@,%@ (%u%%) Used of %@,%@ (%u%%) Used of %@,
SHARE_ALERT_MESSAGE_INVALID_EMAIL,"Share: Alert message, Invalid e-mail address. ",The email address you entered does not appear to be valid. Please enter a valid email address and try again.,The email address you entered does not appear to be valid. Please enter a valid email address and try again.,The email address you entered does not appear to be valid. Please enter a valid email address and try again.,The email address you entered does not appear to be valid. Please enter a valid email address and try again.,
SHARE_ALERT_MESSAGE_MAXIMUM_NUMBER_OF_CONTACTS_EXCEEDED,"Share: Alert message, maximum number of contacts per attachment exceeded.",There can only be up to 10 contacts per attachment.,There can only be up to 10 contacts per attachment.,There can only be up to 10 contacts per attachment.,There can only be up to 10 contacts per attachment.,
FILEINFO_LABEL_TIME,"FileInfo, 'Time' label",Time,Time,Time,Time,
FILEINFO_LABEL_TITLE,"FileInfo, 'Title' label",Title,Title,Title,Title,
SHARE_ALERT_TITLE_MAXIMUM_NUMBER_OF_CONTACTS_EXCEEDED,"Share: Alert title, maximum number of contacts per attachment exceeded.",Too Many Contacts,Too Many Contacts,Too Many Contacts,Too Many Contacts,
FILEINFO_LABEL_TRACK,"FileInfo, 'Track' label",Track,Track,Track,Track,
GENERIC_ALERT_MESSAGE_DOWNLOAD_FAIL_PROCESSING,Generic: Alert message for download fail due to file being processed on server,Unable to download file. We're sorry. We are in the middle of processing your file. Please try again later,Unable to download file. We're sorry. We are in the middle of processing your file. Please try again later,Unable to download file. We're sorry. We are in the middle of processing your file. Please try again later,Unable to download file. We're sorry. We are in the middle of processing your file. Please try again later,
ALBUM_ALERT_MESSAGE_UNABLE_TO_OPEN_FILE_STILL_PROCESSING,"Alert message, unable to open file as server is still processing it.",Unable to open file. We're sorry. We are in the middle of processing your file. Please try again later,Unable to open file. We're sorry. We are in the middle of processing your file. Please try again later,Unable to open file. We're sorry. We are in the middle of processing your file. Please try again later,Unable to open file. We're sorry. We are in the middle of processing your file. Please try again later,
ALBUM_ALERT_MESSAGE_UNABLE_TO_OPEN_FILE_PROCESSING_FAILED,"Album alert message, unable to open file as processing failed on server.",Unable to open file. We're sorry. We were unable to process your file.,Unable to open file. We're sorry. We were unable to process your file.,Unable to open file. We're sorry. We were unable to process your file.,Unable to open file. We're sorry. We were unable to process your file.,
ALBUM_ALERT_MESSAGE_UNABLE_TO_PLAY_VIDEO_STILL_PROCESSING,"Album: Alert message, unable to play video, still processing on server.",Unable to play file. We're sorry. We are in the middle of processing your file. Please try again later,Unable to play file. We're sorry. We are in the middle of processing your file. Please try again later,Unable to play file. We're sorry. We are in the middle of processing your file. Please try again later,Unable to play file. We're sorry. We are in the middle of processing your file. Please try again later,
